Name,Address,Phone,Reviews,Ratting,Category,Image,Website,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Description,Others,Company-Link,Search Keywords,Emails,,,,,,,,
Keuringnu,"Address: Nijverheidsstraat 70, 2160 Wommelgem, Belgium ",+32 465 55 37 79,3 reviews,5,Asbestos testing service,https://lh5.googleusercontent.com/p/AF1QipNMVpusGtFbE2ZeUxVtcBfxgGU6hcRcNHKmQJfE=w408-h294-k-no,keuringnu.be,8am to 7pm,8am to 6pm,8am to 3pm. hide opening hours for the week,8am to 7pm,8am to 7pm,8am to 7pm,8am to 7pm,,,https://www.google.com/maps/place/Keuringnu/data=!4m7!3m6!1s0xa3351cb4767c8641:0xecf6c303049729!8m2!3d51.2107126!4d4.510401!16s%2Fg%2F11ssqdlkrg!19sChIJQYZ8drQcNaMRKZcEA8P27AA?authuser=0&hl=en&rclk=1,,info@keuringnu.be,,,,,,,,
Element Materials Technology,"Address: Herentalsebaan 406, 2160 Wommelgem, Belgium ",+32 3 340 43 43,9 reviews,4.4,Laboratory,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pIKxyMdELrez8-Id4nibOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.5316&pitch=0&thumbfov=100,element.com,,,,,,,,,,https://www.google.com/maps/place/Element+Materials+Technology/data=!4m7!3m6!1s0x47c3f75cabf7258f:0xdd0f8a7fadcc2f5b!8m2!3d51.1962076!4d4.5048395!16s%2Fg%2F12hs5w_vf!19sChIJjyX3q1z3w0cRWy_MrX-KD90?authuser=0&hl=en&rclk=1,,,,,,,,,,
Asbestattest - EPC | asby,"Address: Wijngaardberg 36, 2170 Antwerpen, Belgium ",+32 484 73 63 69,15 reviews,4.9,Asbestos testing service,https://lh5.googleusercontent.com/p/AF1QipPewUCdo1RXc8sd4rUxhPsGysjjDnZCot9uTkNH=w408-h284-k-no,asby.be,open 24 hours,open 24 hours,open 24 hours. hide opening hours for the week,open 24 hours,open 24 hours,open 24 hours,open 24 hours,,,https://www.google.com/maps/place/Asbestattest+-+EPC+%7C+asby/data=!4m7!3m6!1s0x47c3f72b43daf02f:0x5e6f1e355886b2b9!8m2!3d51.2442901!4d4.4321386!16s%2Fg%2F11kjyjk9kt!19sChIJL_DaQyv3w0cRubKGWDUeb14?authuser=0&hl=en&rclk=1,,info@asby.be,,,,,,,,
Garage Facs,"Address: Zusters van O.-L.-Vrouwstraat 4, 2170 Antwerpen, Belgium ",+32 484 98 56 79,,,Car Repair Shop,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cRpVzIrRbS6DaADjZlHuhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.104832&pitch=0&thumbfov=100,,closed,8am to 12pm,closed. hide opening hours for the week,5 to 8pm,5 to 8pm,closed,5 to 8pm,,,https://www.google.com/maps/place/Garage+Facs/data=!4m7!3m6!1s0x47c3f74b321fb5eb:0xb659c9accb02f144!8m2!3d51.2415054!4d4.4371841!16s%2Fg%2F11vbb__nlb!19sChIJ67UfMkv3w0cRRPECy6zJWbY?authuser=0&hl=en&rclk=1,,,,,,,,,,
Car repair Merksem,"Address: Glasstraat 27, 2170 Antwerpen, Belgium ",+32 3 324 90 45,25 reviews,3.9,Car Repair Shop,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LBnt2oruMWt4uInl7c7qZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.30377&pitch=0&thumbfov=100,carrepairmerksem.be,9am to 6pm,9am to 3pm,closed. hide opening hours for the week,9am to 6pm,9am to 6pm,9am to 6pm,9am to 6pm,,,https://www.google.com/maps/place/Car+repair+Merksem/data=!4m7!3m6!1s0x47c3f7809898a79f:0x495ae04c9e0b9977!8m2!3d51.2398655!4d4.4518103!16s%2Fg%2F11s9_xzd23!19sChIJn6eYmID3w0cRd5kLnkzgWkk?authuser=0&hl=en&rclk=1,,carrosserie@carrepairmerksem.be,mechaniek@carrepairmerksem.be,,,,,,,
AAtech Consultancy Asbestattest,"Address: Kapelsesteenweg 457, 2180 Antwerpen, Belgium ",+32 3 502 52 10,14 reviews,5,Asbestos testing service,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iWGVCcHVByCjX5eU8UDCfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.93277&pitch=0&thumbfov=100,asbestattest.tech,8am to 8pm,9am to 8pm,closed. hide opening hours for the week,8am to 8pm,8am to 8pm,8am to 8pm,8am to 8pm,,,https://www.google.com/maps/place/AAtech+Consultancy+Asbestattest/data=!4m7!3m6!1s0x47c409e1d32909f9:0x9047ee8d3c2f82de!8m2!3d51.2840413!4d4.4495088!16s%2Fg%2F11kbwh79pb!19sChIJ-Qkp0-EJxEcR3oIvPI3uR5A?authuser=0&hl=en&rclk=1,,info@asbestattest.tech,,,,,,,,
Asbestattest - EPC | asby,"Address: Wijngaardberg 36, 2170 Antwerpen, Belgium ",+32 484 73 63 69,15 reviews,4.9,Asbestos testing service,https://lh5.googleusercontent.com/p/AF1QipPewUCdo1RXc8sd4rUxhPsGysjjDnZCot9uTkNH=w408-h284-k-no,asby.be,open 24 hours,open 24 hours,open 24 hours. hide opening hours for the week,open 24 hours,open 24 hours,open 24 hours,open 24 hours,,,https://www.google.com/maps/place/Asbestattest+-+EPC+%7C+asby/data=!4m7!3m6!1s0x47c3f72b43daf02f:0x5e6f1e355886b2b9!8m2!3d51.2442901!4d4.4321386!16s%2Fg%2F11kjyjk9kt!19sChIJL_DaQyv3w0cRubKGWDUeb14?authuser=0&hl=en&rclk=1,,info@asby.be,,,,,,,,
Herentals,,,,,,https://lh5.googleusercontent.com/p/AF1QipMHPOXB65Ycddgcf1BqtaAfANvOua3HpN-27qZ1=w408-h560-k-no,,,,,,,,,,,https://www.google.com/maps/place/Herentals/data=!4m7!3m6!1s0x47c15188dc7c0e77:0x40099ab2f4d52a0!8m2!3d51.1771658!4d4.8363766!16zL20vMDE0bG44!19sChIJdw583IhRwUcRoFJNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Noorderwijk,,,,,,https://lh5.googleusercontent.com/p/AF1QipPMDsu5STty683YffR17iG4xuLsakGP3KbamObb=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Noorderwijk/data=!4m7!3m6!1s0x47c15197c2722489:0x1bce16697989650f!8m2!3d51.1393923!4d4.8388348!16s%2Fg%2F120m0pbm!19sChIJiSRywpdRwUcRD2WJeWkWzhs?authuser=0&hl=en&rclk=1,,,,,,,,,,
Morkhoven,,,,,,https://lh5.googleusercontent.com/p/AF1QipNeeCO11QLfVTmbNpdeOeHTv4YXyRphjUPINzOy=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Morkhoven/data=!4m7!3m6!1s0x47c1505239ca829f:0xc235a186eacfc59e!8m2!3d51.1200863!4d4.8207293!16s%2Fm%2F0hhs20d!19sChIJn4LKOVJQwUcRnsXP6oahNcI?authuser=0&hl=en&rclk=1,,,,,,,,,,
Autokeuring Heist-op-den-Berg,"Address: Wouwerstraat 5a, 2220 Heist-op-den-Berg, Belgium ",,"1,703 reviews",3.9,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipObr_z210PhALFdb0jPnATW8JWwaMDXLHe3SE4p=w408-h306-k-no,autoveiligheid.be,7am to 5pm,closed,closed. hide opening hours for the week,7am to 7pm,7am to 5pm,7am to 5pm,7am to 7pm,,,https://www.google.com/maps/place/Autokeuring+Heist-op-den-Berg/data=!4m7!3m6!1s0x47c159cb18867247:0x6985597c3a3c698b!8m2!3d51.0662735!4d4.6989979!16s%2Fg%2F1pxw44_my!19sChIJR3KGGMtZwUcRi2k8OnxZhWk?authuser=0&hl=en&rclk=1,,info@autoveiligheid.be,,,,,,,,
Automotive Inspection Services,"Address: Kruisstraat 3, 2861 Putte, Belgium ",+32 473 63 10 02,1 review,4,Loss adjuster,https://lh5.googleusercontent.com/p/AF1QipMirD7DtfXppUf-lirvAgjNUPv-0wQqHz6fg6ta=w408-h306-k-no,a-i-s.be,9am to 4pm,closed,closed. hide opening hours for the week,9am to 5:30pm,9am to 5:30pm,9am to 5:30pm,9am to 5:30pm,,,https://www.google.com/maps/place/Automotive+Inspection+Services/data=!4m7!3m6!1s0x47c3e3a8406f32e7:0xe3b665019507700c!8m2!3d51.046676!4d4.580702!16s%2Fg%2F11bzx2g7r7!19sChIJ5zJvQKjjw0cRDHAHlQFltuM?authuser=0&hl=en&rclk=1,,sem@a-i-s.be,,,,,,,,
Hallaar,,,,,,,,,,,,,,,,,https://www.google.com/maps/place/Hallaar/data=!4m7!3m6!1s0x47c157589726308f:0x88e4dbbe4fe69602!8m2!3d51.08464!4d4.73293!16s%2Fg%2F122_gnjz!19sChIJjzAml1hXwUcRApbmT77b5Ig?authuser=0&hl=en&rclk=1,,,,,,,,,,
Booischot,,,,,,https://lh5.googleusercontent.com/p/AF1QipP4DGKb2TZvdghOnSLfEnEQ0RKrCgiphaFsZOYF=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Booischot/data=!4m7!3m6!1s0x47c15a4edb28d05f:0x213b954e4c1b4860!8m2!3d51.05151!4d4.77523!16s%2Fg%2F1233lsz6!19sChIJX9Ao205awUcRYEgbTE6VOyE?authuser=0&hl=en&rclk=1,,,,,,,,,,
Itegem,,,,,,https://lh5.googleusercontent.com/p/AF1QipPIV1EYT2vWRtOjhVvM7wquyUg6FqSaiBocrqpI=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Itegem/data=!4m7!3m6!1s0x47c15741dcaa11c3:0x3184f9cf347000c5!8m2!3d51.10321!4d4.7292699!16s%2Fg%2F121dvsvx!19sChIJwxGq3EFXwUcRxQBwNM_5hDE?authuser=0&hl=en&rclk=1,,,,,,,,,,
Wiekevorst,,,,,,https://lh5.googleusercontent.com/p/AF1QipPhXK4TCZ2mxHwdwM6g1FZKFFEJROHU-sMbOCY8=w426-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Wiekevorst/data=!4m7!3m6!1s0x47c150f3e407bc61:0xf23dfdf849ab8f15!8m2!3d51.10914!4d4.7944915!16s%2Fg%2F12372hrr!19sChIJYbwH5PNQwUcRFY-rSfj9PfI?authuser=0&hl=en&rclk=1,,,,,,,,,,
Schriek,,,,,,https://lh5.googleusercontent.com/p/AF1QipNFid87moz5OpSUkiHS2vEEboB-qCnIPURRujsh=w408-h1021-k-no,,,,,,,,,,,https://www.google.com/maps/place/Schriek/data=!4m7!3m6!1s0x47c1591c4d9509e3:0x614f365b0215f383!8m2!3d51.02745!4d4.69272!16s%2Fg%2F120z6z75!19sChIJ4wmVTRxZwUcRg_MVAls2T2E?authuser=0&hl=en&rclk=1,,,,,,,,,,
Herselt,,,,,,https://lh5.googleusercontent.com/p/AF1QipMzVH4i2-ro-IFrqlK7X2YEeeqwfjENkFwSM4JS=w408-h299-k-no,,,,,,,,,,,https://www.google.com/maps/place/Herselt/data=!4m7!3m6!1s0x47c1450e1d35c23f:0x40099ab2f4d52e0!8m2!3d51.0523235!4d4.8807744!16zL20vMDE0bG5f!19sChIJP8I1HQ5FwUcR4FJNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Ramsel,,,,,,https://lh5.googleusercontent.com/p/AF1QipO3bxDqGxajFa8KWalNn_y9HMjb6P25SCF61VYx=w427-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Ramsel/data=!4m7!3m6!1s0x47c15b2932278691:0x2640635d3c1e12c6!8m2!3d51.03211!4d4.8328!16s%2Fg%2F122whdqd!19sChIJkYYnMilbwUcRxhIePF1jQCY?authuser=0&hl=en&rclk=1,,,,,,,,,,
Hulshout,,,,,,https://lh5.googleusercontent.com/p/AF1QipMsXpS41Ujzrl-JX26-6If27yakP2urz9ss0auT=w427-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Hulshout/data=!4m7!3m6!1s0x47c15a70a957d585:0xb71e9ab1e1b144b9!8m2!3d51.0755943!4d4.7888868!16zL20vMDE0bHBw!19sChIJhdVXqXBawUcRuUSx4bGaHrc?authuser=0&hl=en&rclk=1,,,,,,,,,,
Houtvenne,,,,,,https://lh5.googleusercontent.com/p/AF1QipOso8rXp5wstIDdTqZSHZ7QZqvcZuW0Kg2s6PSW=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Houtvenne/data=!4m7!3m6!1s0x47c15afd2f7f95f7:0xf18b0536cd22dc4d!8m2!3d51.04208!4d4.80894!16s%2Fg%2F122_sf26!19sChIJ95V_L_1awUcRTdwizTYFi_E?authuser=0&hl=en&rclk=1,,,,,,,,,,
Westmeerbeek,,,,,,https://lh5.googleusercontent.com/p/AF1QipP8AFP3O5zXtlj5FLVGYEsorAbXOTub1Cg5y7Ya=w426-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Westmeerbeek/data=!4m7!3m6!1s0x47c15ab70747578d:0x5ad1782cce6f5867!8m2!3d51.06032!4d4.8351!16s%2Fg%2F122223g7!19sChIJjVdHB7dawUcRZ1hvzix40Vo?authuser=0&hl=en&rclk=1,,,,,,,,,,
Zandhoven,,,,,,https://lh5.googleusercontent.com/p/AF1QipMKfMfEiPUh_oS4aVy6kdb1xl2qJJP8gMvSMEuc=w408-h725-k-no,,,,,,,,,,,https://www.google.com/maps/place/Zandhoven/data=!4m7!3m6!1s0x47c15577ff7c7805:0x40099ab2f4d5fa0!8m2!3d51.2135303!4d4.6565355!16zL20vMDE0aDRo!19sChIJBXh8_3dVwUcRoF9NL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Viersel,,,,,,,,,,,,,,,,,https://www.google.com/maps/place/Viersel/data=!4m7!3m6!1s0x47c3fe1475a16785:0x7d838c6408463ca1!8m2!3d51.1890184!4d4.6523097!16s%2Fg%2F122z_qj3!19sChIJhWehdRT-w0cRoTxGCGSMg30?authuser=0&hl=en&rclk=1,,,,,,,,,,
Pulderbos,,,,,,https://lh5.googleusercontent.com/p/AF1QipPm3okuoZhKlwEtPK74wGGstYUPJVZCBrzKiftW=w408-h906-k-no,,,,,,,,,,,https://www.google.com/maps/place/Pulderbos/data=!4m7!3m6!1s0x47c15510af449cb1:0x135e97972bd2674c!8m2!3d51.2165685!4d4.6919!16s%2Fg%2F121zpglz!19sChIJsZxErxBVwUcRTGfSK5eXXhM?authuser=0&hl=en&rclk=1,,,,,,,,,,
Olen,,,,,,https://lh5.googleusercontent.com/p/AF1QipOXig-Rpscy_eeFZlTViT6SjRyIbxrWB1OAr2LR=w506-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Olen/data=!4m7!3m6!1s0x47c14de3f524eb81:0x40099ab2f4d5990!8m2!3d51.1687334!4d4.903903!16zL20vMDE0bHJz!19sChIJgesk9eNNwUcRkFlNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Tongerlo,,,,,,https://lh5.googleusercontent.com/p/AF1QipOq35i3H1OknoMTomVYCmJOA4CFiGwkq_2QAeYg=w486-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Tongerlo/data=!4m7!3m6!1s0x47c14f0f40cf60b5:0x7cb9dc203190cf1a!8m2!3d51.10533!4d4.91565!16s%2Fg%2F1230_5x1!19sChIJtWDPQA9PwUcRGs-QMSDcuXw?authuser=0&hl=en&rclk=1,,,,,,,,,,
Oevel,,,,,,https://lh5.googleusercontent.com/p/AF1QipOlhxHRs4-HJS_dn1Nx1eOX9NxvD8M3jA3axwMh=w408-h408-k-no,,,,,,,,,,,https://www.google.com/maps/place/Oevel/data=!4m7!3m6!1s0x47c14e5d644aca17:0x2c1a8f2ceaf061e6!8m2!3d51.1387198!4d4.9042615!16s%2Fg%2F123267ky!19sChIJF8pKZF1OwUcR5mHw6iyPGiw?authuser=0&hl=en&rclk=1,,,,,,,,,,
Zoerle-Parwijs,,,,,,https://lh5.googleusercontent.com/p/AF1QipPeAfrWbcr5c9pWMQ_RMYotiHh4BVcpo8vJlN_W=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Zoerle-Parwijs/data=!4m7!3m6!1s0x47c14f92ac9d6d5f:0x36e8e2f2d1d323dc!8m2!3d51.08879!4d4.86894!16s%2Fg%2F1230v9gp!19sChIJX22drJJPwUcR3CPT0fLi6DY?authuser=0&hl=en&rclk=1,,,,,,,,,,
Herenthout,,,,,,https://lh5.googleusercontent.com/p/AF1QipPZdMSV2Nyr2joY-zJXCXUo_q_gUq_Udyk5Icqf=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Herenthout/data=!4m7!3m6!1s0x47c156cc43560b0b:0xf18691bd11da8b16!8m2!3d51.1394824!4d4.7564018!16zL20vMDE0bG5u!19sChIJCwtWQ8xWwUcRFovaEb2RhvE?authuser=0&hl=en&rclk=1,,,,,,,,,,
Work inspection,"Address: 77 Rue Léon Gambetta, 59000 Lille, France ",+33 3 20 12 55 55,31 reviews,1.9,Local government office,https://lh5.googleusercontent.com/p/AF1QipPz2A2CzDaxyT25omaMZ2KrPhkXAJpvPDLvWXui=w408-h306-k-no,,1:45 to 4:30pm,closed,closed. hide opening hours for the week,1:45 to 4:30pm,1:45 to 4:30pm,1:45 to 4:30pm,1:45 to 4:30pm,,,https://www.google.com/maps/place/Work+inspection/data=!4m7!3m6!1s0x47c329d6852a0bd9:0xb17bf06fa5f78adc!8m2!3d50.6303329!4d3.0580182!16s%2Fg%2F1pp2wzlgg!19sChIJ2QsqhdYpw0cR3Ir3pW_we7E?authuser=0&hl=en&rclk=1,,,,,,,,,,
Work inspection,"Address: 77 Rue Léon Gambetta, 59000 Lille, France ",+33 3 20 12 55 55,31 reviews,1.9,Local government office,https://lh5.googleusercontent.com/p/AF1QipPz2A2CzDaxyT25omaMZ2KrPhkXAJpvPDLvWXui=w408-h306-k-no,,1:45 to 4:30pm,closed,closed. hide opening hours for the week,1:45 to 4:30pm,1:45 to 4:30pm,1:45 to 4:30pm,1:45 to 4:30pm,,,https://www.google.com/maps/place/Work+inspection/data=!4m7!3m6!1s0x47c329d6852a0bd9:0xb17bf06fa5f78adc!8m2!3d50.6303329!4d3.0580182!16s%2Fg%2F1pp2wzlgg!19sChIJ2QsqhdYpw0cR3Ir3pW_we7E?authuser=0&hl=en&rclk=1,,,,,,,,,,
Gierle,,,,,,https://lh5.googleusercontent.com/p/AF1QipM3-AfozXee6yRH4wUo8Y5qXACmGGxeqFwkinqU=w408-h725-k-no,,,,,,,,,,,https://www.google.com/maps/place/Gierle/data=!4m7!3m6!1s0x47c6ad6b991257e3:0x4f32235d0c84579!8m2!3d51.2671512!4d4.8677063!16s%2Fm%2F02vp9rg!19sChIJ41cSmWutxkcReUXI0DUi8wQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Wechelderzande,,,,,,https://lh5.googleusercontent.com/p/AF1QipO93UPy52Jiwp7IeMZ3hdQhWmYz71kH802YaaEr=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Wechelderzande/data=!4m7!3m6!1s0x47c6acbcdb911621:0xe74ddde990922b87!8m2!3d51.2645356!4d4.7999275!16s%2Fm%2F0dllwvh!19sChIJIRaR27ysxkcRhyuSkOndTec?authuser=0&hl=en&rclk=1,,,,,,,,,,
Poederlee,,,,,,https://lh5.googleusercontent.com/p/AF1QipMTJwCwks82zGRMkl43y0625If43vdvI-oODdVh=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Poederlee/data=!4m7!3m6!1s0x47c152e88bd3e3dd:0xb4abdabab5c71173!8m2!3d51.2263125!4d4.8353147!16s%2Fg%2F120s1tq1!19sChIJ3ePTi-hSwUcRcxHHtbraq7Q?authuser=0&hl=en&rclk=1,,,,,,,,,,
Grobbendonk,,,,,,https://lh5.googleusercontent.com/p/AF1QipO6V5NqM1l-EsfyGvpdMx50PY7sBZXzuR0-KI_B=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Grobbendonk/data=!4m7!3m6!1s0x47c15415e1bae15d:0x40099ab2f4d51b0!8m2!3d51.1892264!4d4.7386455!16zL20vMDE0bG15!19sChIJXeG64RVUwUcRsFFNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Bouwel,,,,,,,,,,,,,,,,,https://www.google.com/maps/place/Bouwel/data=!4m7!3m6!1s0x47c15698b21be0c9:0x92f9219ba37ce70!8m2!3d51.1719684!4d4.7420582!16s%2Fm%2F03nqcs5!19sChIJyeAbsphWwUcRcM43uhmSLwk?authuser=0&hl=en&rclk=1,,,,,,,,,,
Vorselaar,,,,,,https://lh5.googleusercontent.com/p/AF1QipModVUVxJnvgQYsrF9t1QN9e_2lTH89e7jEznZh=w426-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Vorselaar/data=!4m7!3m6!1s0x47c6acd223d7a00d:0x8d587fc492f06fba!8m2!3d51.2024545!4d4.7726104!16zL20vMDE0bHR6!19sChIJDaDXI9KsxkcRum_wksR_WI0?authuser=0&hl=en&rclk=1,,,,,,,,,,
Rijkevorsel,,,,,,https://lh5.googleusercontent.com/p/AF1QipPWke4zOqzkAe7ZcTse_50sOjTQ60qrQ6RtU94L=w408-h270-k-no,,,,,,,,,,,https://www.google.com/maps/place/Rijkevorsel/data=!4m7!3m6!1s0x47c6a9404be7ba0f:0x40099ab2f4d5b10!8m2!3d51.3493012!4d4.7604695!16zL20vMDE0bHQ1!19sChIJD7rnS0CpxkcREFtNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Hoogstraten,,,,,,https://lh5.googleusercontent.com/p/AF1QipPBUylJUggTaf4_N82g0CoGra4tc9R78Jr1b3MJ=w408-h451-k-no,,,,,,,,,,,https://www.google.com/maps/place/Hoogstraten/data=!4m7!3m6!1s0x47c6a7b54524a9cd:0x40099ab2f4d5380!8m2!3d51.4015935!4d4.7615606!16zL20vMDE0bHBi!19sChIJzakkRbWnxkcRgFNNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Minderhout,,,,,,https://lh5.googleusercontent.com/p/AF1QipMs9JWL9P3D8MayZEeGCKuKVH9moikImDnd7iiE=w426-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Minderhout/data=!4m7!3m6!1s0x47c6a88238444755:0xa63f1bebd381b91e!8m2!3d51.41654!4d4.76339!16s%2Fg%2F123b44mh!19sChIJVUdEOIKoxkcRHrmB0-sbP6Y?authuser=0&hl=en&rclk=1,,,,,,,,,,
Meerle,,,,,,https://lh5.googleusercontent.com/p/AF1QipNs7_8iAKFh4VtIHDDdEN_Yh5Ysjwg7Jq1kPUyQ=w513-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Meerle/data=!4m7!3m6!1s0x47c6a690a0035229:0x72d88033d0dd6949!8m2!3d51.4733516!4d4.803769!16s%2Fg%2F1233lt7q!19sChIJKVIDoJCmxkcRSWnd0DOA2HI?authuser=0&hl=en&rclk=1,,,,,,,,,,
Merksplas,,,,,,https://lh5.googleusercontent.com/p/AF1QipMYVYEbh9Fkgh_6KtqUMEq-Ij559_udsKtM3Ydw=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Merksplas/data=!4m7!3m6!1s0x47c6af01c4de5ebb:0x503aa8abb2714edf!8m2!3d51.3541789!4d4.8643467!16zL20vMDE0bHJk!19sChIJu17exAGvxkcR305xsquoOlA?authuser=0&hl=en&rclk=1,,,,,,,,,,
2340 Beerse,,,,,Postal code,,,,,,,,,,,,https://www.google.com/maps/place/2340+Beerse/data=!4m7!3m6!1s0x47c6ac34f097e50d:0x5c3c3b1494ec88c8!8m2!3d51.3211024!4d4.8288945!16s%2Fg%2F1tg679sc!19sChIJDeWX8DSsxkcRyIjslBQ7PFw?authuser=0&hl=en&rclk=1,,,,,,,,,,
Vlimmeren,,,,,,https://lh5.googleusercontent.com/p/AF1QipMdU8swkEUOHeIlcPxJU7rBhECTwGjdI9XcDMUq=w408-h408-k-no,,,,,,,,,,,https://www.google.com/maps/place/Vlimmeren/data=!4m7!3m6!1s0x47c6ac7fafa99edf:0xa5d61c17b1651fc6!8m2!3d51.2971394!4d4.7820454!16s%2Fg%2F120qwcgn!19sChIJ356pr3-sxkcRxh9lsRcc1qU?authuser=0&hl=en&rclk=1,,,,,,,,,,
Vosselaar,,,,,,https://lh5.googleusercontent.com/p/AF1QipPyCTmEG0634Z1_n0ZoR2cXqB42EJ05t66FKYFG=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Vosselaar/data=!4m7!3m6!1s0x47c6ad92f571794f:0x40099ab2f4d5e50!8m2!3d51.3130992!4d4.8882048!16zL20vMDE0bHY5!19sChIJT3lx9ZKtxkcRUF5NL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Autokeuring Turnhout,"Address: Veedijk 40, 2300 Turnhout, Belgium ",,"1,421 reviews",3.8,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipPerXD_jTX9DBBSs9fgmeg7YEK74Moe_S1sLz_u=w408-h306-k-no,autoveiligheid.be,7am to 5pm,closed,closed. hide opening hours for the week,7am to 7pm,7am to 5pm,7am to 5pm,7am to 7pm,,,https://www.google.com/maps/place/Autokeuring+Turnhout/data=!4m7!3m6!1s0x47c6b251a4dc44d1:0x97573b7aeda65ccc!8m2!3d51.2934425!4d4.930262!16s%2Fg%2F11bvvzx45y!19sChIJ0UTcpFGyxkcRzFym7Xo7V5c?authuser=0&hl=en&rclk=1,,info@autoveiligheid.be,,,,,,,,
Toyota Hedin Automotive Turnhout,"Address: Everdongenlaan 2/4, 2300 Turnhout, Belgium ",+32 14 43 00 57,144 reviews,4.6,Toyota dealer,https://lh5.googleusercontent.com/p/AF1QipMWq9Jc_l78Olr5OkTkTl7g0P28wF7UNVJtzOTM=w408-h271-k-no,hedinautomotive.be,8:30am to 6pm,9am to 5pm,closed. hide opening hours for the week,8:30am to 6pm,8:30am to 6pm,8:30am to 6pm,8:30am to 6pm,,,https://www.google.com/maps/place/Toyota+Hedin+Automotive+Turnhout/data=!4m7!3m6!1s0x47c6b3b5d4506df9:0xc07b67ab6baa7e0b!8m2!3d51.3033651!4d4.9473658!16s%2Fg%2F1tfss2y7!19sChIJ-W1Q1LWzxkcRC36qa6tne8A?authuser=0&hl=en&rclk=1,,,,,,,,,,
2370 Arendonk,,,,,Postal code,https://lh5.googleusercontent.com/p/AF1QipMRBgnfcBg354SleS9Da5ALEYEr6JmN_8BJMEkD=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/2370+Arendonk/data=!4m7!3m6!1s0x47c6b63d4ef40419:0x7bde52e6bcf051ee!8m2!3d51.3421481!4d5.0768229!16s%2Fg%2F1v6p3hs8!19sChIJGQT0Tj22xkcR7lHwvOZS3ns?authuser=0&hl=en&rclk=1,,,,,,,,,,
Weelde,,,,,,https://lh5.googleusercontent.com/p/AF1QipO7eV5BS3oYUUTUh3Gw1QevC5kJHjPDhn3cFbRf=w408-h906-k-no,,,,,,,,,,,https://www.google.com/maps/place/Weelde/data=!4m7!3m6!1s0x47c6ba01c47c70d7:0x235c0263d9d64b99!8m2!3d51.406763!4d4.9908357!16s%2Fg%2F1223qlxz!19sChIJ13B8xAG6xkcRmUvW2WMCXCM?authuser=0&hl=en&rclk=1,,,,,,,,,,
